step	elapsed_s	loss	grad_norm	mem_gib	token_acc	lr	tokens_this_step	tokens_per_gpu_per_sec	train_speed_s_per_it
120	219.0	1.73950195	11.5	70.79	0.60216642	5.08e-06	886	243.2	1.821569
121	220.0	1.26123047	7.78125	70.79	0.66549825	5.13e-06	1781	490.1	1.817056
122	221.0	0.70556641	7.1875	70.79	0.80806916	5.17e-06	1383	382.2	1.809435
123	222.0	1.61572266	10.625	70.79	0.62117823	5.21e-06	1263	349.1	1.808781
124	224.0	1.35546875	7.5625	70.79	0.67421335	5.25e-06	965	267.2	1.805449
125	227.0	0.91369629	6.0	70.79	0.7405225	5.3e-06	737	203.1	1.814625
126	229.0	1.72131348	7.6875	70.79	0.60611354	5.34e-06	1424	392.5	1.813995
127	230.0	1.41015625	11.5	70.79	0.64690027	5.38e-06	236	65.3	1.807695
128	232.0	1.16455078	8.5	70.79	0.6918312	5.42e-06	1506	415.7	1.811277
129	233.0	1.06347656	8.5625	70.79	0.7134647	5.47e-06	2446	677.7	1.804716
130	234.0	1.2265625	6.71875	70.79	0.68375786	5.51e-06	4801	1331.3	1.803147
131	237.0	1.2734375	12.0	70.79	0.67119961	5.55e-06	203	56.2	1.806271
132	240.0	1.44726562	6.0	70.79	0.62543329	5.59e-06	7455	2051.7	1.816754
133	241.0	1.35644531	10.375	70.79	0.67558448	5.64e-06	3091	853.4	1.810966
134	242.0	1.11767578	6.75	70.79	0.68188737	5.68e-06	1460	404.5	1.804668
135	245.0	1.5489502	64.5	70.79	0.61511836	5.72e-06	13741	3783.8	1.815763
136	246.0	1.62365723	9.375	70.79	0.63410526	5.76e-06	1522	420.2	1.811121
137	248.0	1.08129883	9.4375	70.79	0.72126316	5.81e-06	519	143.5	1.80775
138	251.0	1.46469116	16.125	70.79	0.61883068	5.85e-06	13653	3754.7	1.818133
139	253.0	1.75415039	6.34375	70.79	0.60358703	5.89e-06	10249	2812.9	1.821811
140	254.0	0.96484375	6.6875	70.79	0.76295277	5.93e-06	633	174.4	1.814919
141	256.0	0.93652344	169.0	70.79	0.72292546	5.97e-06	2840	783.5	1.812492
142	258.0	1.75024414	240.0	70.79	0.57501697	6.02e-06	540	148.7	1.815707
143	262.0	1.43225098	10.0625	70.79	0.64106995	6.06e-06	1982	541.7	1.829555
144	263.0	0.80126953	5.125	70.79	0.76522011	6.1e-06	1452	398.1	1.82374
145	266.0	1.0390625	19.375	70.79	0.7129947	6.14e-06	3828	1043.1	1.834896
146	268.0	0.90917969	5.46875	70.79	0.73869901	6.19e-06	4343	1183.3	1.835183
147	270.0	1.02685547	33.75	70.79	0.71106243	6.23e-06	3572	973.6	1.834483
148	273.0	0.96826172	11.5	70.79	0.73995128	6.27e-06	13785	3737.0	1.8444
149	274.0	0.98632812	7.59375	70.79	0.73184759	6.31e-06	636	173.0	1.83864
150	275.0	1.16503906	9.6875	70.79	0.67392938	6.36e-06	2739	746.9	1.833559
151	276.0	1.63818359	7.03125	70.79	0.60630408	6.4e-06	5637	1539.7	1.830562
152	280.0	1.72729492	9.0	70.79	0.57624607	6.44e-06	13639	3707.5	1.839401
153	282.0	2.03161621	6.3125	70.79	0.55640373	6.48e-06	7932	2150.5	1.844215
154	286.0	1.34680176	6.625	70.79	0.64773862	6.53e-06	912	245.8	1.85512
155	287.0	1.578125	15.625	70.79	0.62801664	6.57e-06	2038	549.6	1.85419
156	289.0	1.50390625	10.1875	70.79	0.59344436	6.61e-06	824	222.1	1.855027
157	290.0	1.16699219	9.0	70.79	0.71100739	6.65e-06	2637	712.9	1.849586
158	291.0	2.54443359	18.75	70.79	0.47843137	6.69e-06	76	20.6	1.843249
159	292.0	0.76538086	5.3125	70.79	0.7824344	6.74e-06	1785	485.7	1.837553
160	295.0	1.63049316	129.0	70.79	0.58998542	6.78e-06	2817	763.4	1.845046
161	296.0	1.39868164	8.0	70.79	0.62671233	6.82e-06	1300	353.5	1.838905
162	298.0	0.95532227	90.0	70.79	0.72947243	6.86e-06	7078	1925.9	1.837609
163	300.0	1.01464844	4.8125	70.79	0.71740347	6.91e-06	4625	1258.0	1.838228
164	303.0	1.63031006	46.25	70.79	0.58343965	6.95e-06	967	261.8	1.847138
165	305.0	1.85302734	28.625	70.79	0.5710006	6.99e-06	1356	367.2	1.84643
166	306.0	0.57348633	6.03125	70.79	0.82753825	7.03e-06	1046	283.7	1.843699
167	308.0	1.84057617	7.8125	70.79	0.57814297	7.08e-06	7541	2043.3	1.84528
168	311.0	1.36773682	3.609375	70.79	0.62698527	7.12e-06	669	180.5	1.852897
169	312.0	0.96289062	8.5625	70.79	0.74309392	7.16e-06	1646	445.5	1.847235
170	313.0	0.98681641	6.21875	70.79	0.72765658	7.2e-06	464	125.9	1.842024
171	315.0	2.01208496	19.625	70.79	0.54709952	7.25e-06	294	79.8	1.841437
172	316.0	1.86572266	8.8125	70.79	0.55658382	7.29e-06	1500	407.9	1.838861
173	319.0	1.55908203	19584.0	70.79	0.60728623	7.33e-06	5711	1550.9	1.841173
174	320.0	1.22900391	9.6875	70.79	0.66666667	7.37e-06	1405	382.2	1.837863
175	321.0	0.52978516	4.59375	70.79	0.85405193	7.42e-06	2876	784.5	1.833092
176	322.0	0.88671875	5.5625	70.79	0.72131148	7.46e-06	998	272.8	1.828999
177	323.0	1.57617188	6.4375	70.79	0.61051282	7.5e-06	5102	1397.2	1.825828
178	325.0	1.375	8.4375	70.79	0.64309955	7.54e-06	3547	971.1	1.826334
179	329.0	1.62695312	6.46875	70.79	0.62438424	7.58e-06	1344	365.7	1.837734
180	330.0	1.94824219	16.25	70.79	0.56888596	7.63e-06	2506	682.8	1.835132
181	332.0	2.15356445	14.375	70.79	0.51603856	7.67e-06	320	87.3	1.833508
182	335.0	1.43054199	9.4375	70.79	0.62933843	7.71e-06	8303	2254.1	1.841741
183	337.0	0.87207031	5.09375	70.79	0.76010318	7.75e-06	8471	2299.1	1.842247
184	338.0	1.76147461	13.375	70.79	0.58263773	7.8e-06	954	259.6	1.837659
185	341.0	1.23907471	5.8125	70.79	0.65266077	7.84e-06	13268	3596.8	1.844397
