# Loss curve from /home/ubuntu/fyh/megatron_output/gemma4_opt/p0_baseline_fsdp2/full_epoch/v0-20260425-045155/logging.jsonl
# 2354 steps, 2353 valid loss values
# elapsed: 4426s = 73.8min
# loss: first=1.9209  last=1.2576  min=0.2666  mean=1.2058
# NaN steps: 0

  step    elapsed      loss   grad_norm   mem_gib    tok/step  spark
   479       910s    1.6914      6.5000     76.61         769  ▄
   480       911s    0.6025      4.8750     76.61        1301  ▁
   481       913s    1.0459     10.5000     76.61        1405  ▂
   482       914s    0.8857     10.5000     76.61         677  ▁
   483       918s    1.3440      4.4688     76.61        4416  ▃
   484       919s    1.4856      3.9219     76.61        7316  ▃
   485       920s    1.2378      5.5938     76.61        1203  ▂
   486       921s    1.2178      6.4688     76.61        1447  ▂
   487       922s    1.8701      7.8750     76.61        1624  ▄
   488       923s    0.9751      8.4375     76.61        1397  ▂
   489       924s    1.9268      7.6250     76.61        1120  ▅
   490       926s    1.6748      6.7500     76.61        6977  ▄
   491       928s    1.1660     45.7500     76.61        1893  ▂
   492       929s    1.0454      6.2500     76.61        1441  ▂
   493       930s    1.0505     25.7500     76.61         124  ▂
   494       933s    0.7173      7.2188     76.61         250  ▁
   495       934s    1.6667      4.5000     76.61         654  ▄
   496       936s    1.3258      5.6875     76.61         122  ▃
   497       939s    1.3218     59.0000     76.61         949  ▃
   498       940s    1.6720      9.0000     76.61        1718  ▄
   499       942s    0.8379      6.5000     76.61         521  ▁
   500       943s    1.4338      8.3125     76.61         443  ▃
   501       944s    0.8711      9.7500     76.61         925  ▁
   502       947s    1.2900      6.2188     76.61       13932  ▃
   503       948s    0.8047      6.5000     76.61        1247  ▁
   504       949s    1.0334      7.6875     76.61        2420  ▂
   505       952s    1.4302      4.3438     76.61         913  ▃
   506       954s    1.1802     30.3750     76.61        2955  ▂
   507       956s    1.1516     20.3750     76.61         328  ▂
   508       957s    0.9390      4.5312     76.61        1017  ▂
   509       958s    0.9023      6.9688     76.61        2337  ▁
   510       960s    1.7017      7.6875     76.61         336  ▄
   511       961s    0.8921      4.6875     76.61         869  ▁
   512       964s    1.2438      3.7500     76.61         554  ▂
   513       967s    1.2245      3.6406     76.61         476  ▂
   514       968s    0.7222      4.8438     76.61        1390  ▁
   515       969s    0.5635      4.3750     76.61         809   
   516       974s    1.3137      6.9062     76.61       13682  ▃
   517       976s    1.8601     46.2500     76.61        2806  ▄
   518       979s    1.7996      5.7500     76.61        6175  ▄
   519       981s    1.0728      6.7500     76.61        3700  ▂
   520       982s    1.2708      4.3750     76.61        1514  ▃
   521       984s    0.8291     96.5000     76.61        1433  ▁
   522       986s    1.1958      5.2188     76.61        5328  ▂
   523       986s    1.0156      8.1875     76.61        1247  ▂
   524       987s    1.2629      4.6562     76.61         857  ▃
   525       989s    1.8090      5.3750     76.61        7328  ▄
   526       990s    0.7422      6.5000     76.61         634  ▁
   527       991s    0.9453      8.0000     76.61        1774  ▂
   528       992s    0.6416      5.2188     76.61        4157  ▁
   529       993s    1.1558      6.3750     76.61         474  ▂
   530       994s    1.1243     27.6250     76.61        1583  ▂
   531       996s    0.9481      6.4375     76.61          75  ▂
   532       999s    1.3398      5.8125     76.61       13090  ▃
   533      1000s    1.1245    390.0000     76.61        1579  ▂
   534      1001s    0.7686      8.1250     76.61         498  ▁
   535      1003s    1.8197      5.0000     76.61        8792  ▄
   536      1006s    0.9272     31.8750     76.61        2938  ▁
   537      1008s    0.7584      7.6562     76.61        3934  ▁
   538      1011s    0.7341     13.4375     76.61        1752  ▁
   539      1013s    0.8638      6.3750     76.61         320  ▁
   540      1017s    1.3649      7.3125     76.61       13874  ▃
   541      1019s    1.8386      6.6562     76.61        1149  ▄
   542      1021s    1.0317      8.0625     76.61         317  ▂
   543      1023s    1.6179     19.3750     76.61         824  ▄
   544      1027s    1.0210      9.1875     76.61       13391  ▂
   545      1028s    1.2959      6.3125     76.61        1777  ▃
   546      1029s    0.8682      6.0000     76.61        2156  ▁
   547      1030s    0.8032      6.4688     76.61        1294  ▁
   548      1031s    0.6931      5.0625     76.61         799  ▁
   549      1032s    0.9004      6.4688     76.61         542  ▁
   550      1034s    1.5200      5.8125     76.61        8838  ▃
   551      1036s    1.4849      5.0000     76.61         636  ▃
   552      1039s    1.2463      8.5000     76.61       12928  ▂
   553      1040s    1.3691      6.3438     76.61        1291  ▃
   554      1042s    1.3755      8.1250     76.61         839  ▃
   555      1044s    1.2167    150.0000     76.61       11061  ▂
   556      1046s    1.4368      7.6250     76.61         329  ▃
   557      1049s    1.2051    312.0000     76.61        3976  ▂
   558      1050s    1.1584      6.9062     76.61        2200  ▂
   559      1051s    1.5891     10.7500     76.61        1057  ▄
   560      1053s    1.1504     10.3125     76.61        2680  ▂
   561      1054s    0.4907      3.9688     76.61         870   
   562      1056s    0.8335      4.1875     76.61        2539  ▁
   563      1058s    1.1789     12.6875     76.61         539  ▂
   564      1061s    0.9302      6.3438     76.61        1345  ▂
   565      1063s    2.1914      6.1875     76.61         387  ▅
   566      1064s    0.6799      9.5000     76.61         549  ▁
   567      1066s    1.5073      4.6875     76.61         667  ▃
   568      1067s    1.2129      7.0938     76.61         384  ▂
   569      1068s    1.2251      7.4062     76.61         118  ▂
   570      1069s    0.7344      5.8125     76.61        1158  ▁
   571      1072s    1.2962     11.3750     76.61         778  ▃
   572      1074s    1.5171     12.7500     76.61        1078  ▃
   573      1077s    1.2874      3.7969     76.61        2396  ▃
   574      1078s    1.6851     13.8125     76.61        1826  ▄
   575      1079s    1.0620     10.8750     76.61        2639  ▂
   576      1080s    1.7529      9.9375     76.61        1153  ▄
   577      1082s    1.7760      6.1562     76.61         377  ▄
   578      1084s    1.9482      6.1562     76.61        1522  ▅
   579      1085s    1.1831     12.4375     76.61        1115  ▂
   580      1087s    0.6479     18.8750     76.61         481  ▁
   581      1088s    0.6011      5.9688     76.61        1558  ▁
   582      1089s    1.0386      5.6562     76.61        1041  ▂
   583      1090s    1.7012      5.6562     76.61        5393  ▄
   584      1091s    0.8121      9.5000     76.61        1022  ▁
   585      1093s    1.1797      8.7500     76.61        1356  ▂
   586      1097s    1.1578      4.6250     76.61        4141  ▂
   587      1098s    1.5420      5.1250     76.61        5772  ▃
   588      1101s    2.0527      5.5000     76.61         589  ▅
   589      1106s    1.5138      3.0469     76.61        1909  ▃
   590      1107s    1.2119     70.5000     76.61        4559  ▂
   591      1109s    0.8364      7.4688     76.61         384  ▁
   592      1112s    1.2119     57.2500     76.61        1591  ▂
   593      1113s    0.7856      5.5312     76.61         551  ▁
   594      1114s    0.8628    123.5000     76.61        1800  ▁
   595      1117s    1.3445      3.2812     76.61        2502  ▃
   596      1118s    0.9766      6.5000     76.61        1365  ▂
   597      1119s    1.2690     12.6875     76.61        2206  ▃
   598      1122s    1.2476      4.0625     76.61         595  ▂
   599      1124s    1.6440      7.2500     76.61        5523  ▄
   600      1125s    1.0464      5.5312     76.61        1207  ▂
   601      1126s    0.8042      6.9688     76.61         821  ▁
   602      1126s    0.6187      5.4375     76.61         375  ▁
   603      1129s    1.4160      9.5000     76.61        2344  ▃
   604      1131s    1.2284      3.1562     76.61        9987  ▂
   605      1132s    0.9990      5.0938     76.61        2139  ▂
   606      1133s    0.6357    140.0000     76.61         897  ▁
   607      1134s    1.5423      6.0312     76.61        2782  ▃
   608      1136s    1.3755      7.4688     76.61        1268  ▃
   609      1139s    0.9521      8.3750     76.61        2518  ▂
   610      1141s    0.8608     11.0625     76.61        1502  ▁
   611      1144s    1.2839      3.2031     76.61       13468  ▃
   612      1147s    2.1353     62.7500     76.61         634  ▅
   613      1150s    1.0020     11.5625     76.61         473  ▂
   614      1154s    1.3271      3.8438     76.61        6286  ▃
   615      1155s    0.6479      5.8750     76.61        6268  ▁
   616      1157s    1.5527      6.7812     76.61        1162  ▃
   617      1157s    1.0596      9.7500     76.61        1164  ▂
   618      1159s    1.7319      6.4375     76.61        1255  ▄
   619      1160s    0.6995      5.9688     76.61         698  ▁
   620      1162s    1.2429      3.4844     76.61        1393  ▂
   621      1163s    0.7314      3.8594     76.61         707  ▁
   622      1165s    0.8569      4.9375     76.61        1181  ▁
   623      1166s    0.7046      5.0938     76.61         846  ▁
   624      1167s    1.1162      5.8750     76.61        4018  ▂
   625      1168s    2.0789      4.3438     76.61        1731  ▅
   626      1171s    1.4514      8.6875     76.61        5960  ▃
   627      1173s    1.2461     10.0000     76.61          86  ▂
   628      1174s    1.6577      5.0000     76.61        2092  ▄
   629      1175s    0.8975      7.3125     76.61        2322  ▁
   630      1176s    0.9297     51.2500     76.61        5838  ▂
   631      1179s    0.6270      4.4688     76.61         676  ▁
   632      1182s    1.4652     17.2500     76.61         800  ▃
   633      1183s    0.8770      5.4062     76.61        1229  ▁
   634      1184s    1.6907      5.1562     76.61        3096  ▄
   635      1186s    1.4092      5.5312     76.61         512  ▃
   636      1188s    1.2121      8.8125     76.61        1381  ▂
   637      1189s    0.9067     11.5625     76.61         527  ▁
   638      1193s    1.3334      4.7500     76.61         810  ▃
   639      1196s    1.1250      6.0938     76.61        1992  ▂
   640      1198s    0.7627     42.7500     76.61         397  ▁
   641      1200s    1.6008      6.4062     76.61        5513  ▄
   642      1201s    1.6812      5.8438     76.61        1081  ▄
   643      1202s    1.5264      5.0938     76.61        6427  ▃
   644      1205s    1.2246      3.2344     76.61        3188  ▂
   645      1208s    1.2454      4.5938     76.61       13094  ▂
   646      1209s    0.8608      7.2812     76.61         808  ▁
   647      1210s    1.4050      5.9375     76.61         800  ▃
   648      1213s    1.1455     20.8750     76.61        1089  ▂
   649      1214s    1.7393      6.4688     76.61        1858  ▄
   650      1215s    0.8584     11.8750     76.61         780  ▁
   651      1216s    1.2639      3.9375     76.61        3052  ▃
   652      1219s    1.3370     15.2500     76.61         424  ▃
   653      1220s    1.3199      6.1875     76.61        3082  ▃
   654      1221s    1.1016      8.8750     76.61        3169  ▂
   655      1223s    0.6328      4.9062     76.61         904  ▁
   656      1224s    1.1343     25.7500     76.61         780  ▂
   657      1225s    1.6450     15.5000     76.61        6017  ▄
   658      1226s    0.7468      5.2812     76.61         346  ▁
   659      1227s    0.5347    115.0000     76.61        1769   
   660      1228s    1.2263     73.0000     76.61        1923  ▂
   661      1229s    0.8668      9.0625     76.61        2413  ▁
   662      1232s    0.8721      8.0625     76.61        1112  ▁
   663      1233s    0.6058      6.2188     76.61         332  ▁
   664      1236s    0.9331      6.7500     76.61         436  ▂
   665      1240s    1.2585      3.4844     76.61         503  ▃
   666      1244s    1.2444     21.3750     76.61        4749  ▂
   667      1246s    1.0234      6.2812     76.61         835  ▂
   668      1250s    1.3211      3.4062     76.61       13536  ▃
   669      1253s    1.1589      3.7656     76.61        5768  ▂
   670      1254s    1.4316    192.0000     76.61        1297  ▃
   671      1256s    1.5630      6.9688     76.61        1067  ▃
   672      1257s    1.0498      6.7500     76.61        1653  ▂
   673      1258s    1.9302      7.0625     76.61        2869  ▅
   674      1259s    1.2236      4.3438     76.61         783  ▂
   675      1260s    1.9133     14.1250     76.61         927  ▄
   676      1262s    0.9648     27.0000     76.61        6006  ▂
   677      1263s    1.2275      9.5625     76.61        1553  ▂
   678      1264s    0.8350     30.5000     76.61        1266  ▁
   679      1266s    1.6915     60.0000     76.61        1421  ▄
   680      1269s    0.9497     11.6250     76.61       11669  ▂
   681      1271s    1.2733      3.6562     76.61         174  ▃
   682      1273s    1.9868      5.3750     76.61        4118  ▅
   683      1274s    1.0986      7.8750     76.61         815  ▂
   684      1277s    1.2195      3.3750     76.61         588  ▂
   685      1279s    1.5186      7.6875     76.61        2043  ▃
   686      1280s    1.3359     14.3750     76.61         841  ▃
   687      1281s    0.6611      8.0625     76.61        1207  ▁
   688      1283s    0.5275      2.7344     76.61        5416   
   689      1287s    1.2917     13.3750     76.61         478  ▃
   690      1288s    0.7324      7.8750     76.61        1147  ▁
   691      1291s    0.7441      5.8750     76.61         526  ▁
   692      1294s    0.8843      5.9062     76.61        2142  ▁
   693      1296s    1.5723      4.4375     76.61        9115  ▃
   694      1297s    0.9813      9.3125     76.61         190  ▂
   695      1299s    0.9229      7.2812     76.61        1135  ▁
   696      1300s    0.6816      5.0938     76.61         798  ▁
   697      1302s    1.1362      5.1562     76.61        7972  ▂
   698      1303s    0.4900      4.3750     76.61        1258   
   699      1304s    1.4141      5.0625     76.61         752  ▃
   700      1305s    1.4846      5.1250     76.61         412  ▃
   701      1306s    0.4707      3.5625     76.61        1593   
   702      1307s    1.4438      6.4062     76.61        3475  ▃
   703      1308s    1.7109     12.4375     76.61         358  ▄
   704      1311s    0.7261      3.4062     76.61        1612  ▁
   705      1314s    1.2961     25.1250     76.61         431  ▃
   706      1316s    1.7524      8.7500     76.61        7552  ▄
   707      1319s    1.2825     49.0000     76.61        2207  ▃
   708      1320s    0.7461      7.6250     76.61        1026  ▁
   709      1323s    1.3087      4.2500     76.61         442  ▃
   710      1327s    1.3559      7.1562     76.61       13584  ▃
   711      1327s    1.4736     10.1250     76.61        1013  ▃
   712      1329s    0.7689      5.7812     76.61        1756  ▁
   713      1330s    0.4773      4.1875     76.61         331   
   714      1333s    0.8442      8.5625     76.61        2218  ▁
   715      1334s    0.8037      5.3438     76.61         612  ▁
   716      1338s    0.8398      8.6875     76.61        2053  ▁
   717      1341s    1.4854      3.3594     76.61       13856  ▃
   718      1343s    1.6792      6.4375     76.61         849  ▄
   719      1346s    0.9243      9.1875     76.61        1273  ▁
   720      1349s    1.2186     46.5000     76.61       10155  ▂
   721      1350s    1.0996     13.0000     76.61         391  ▂
   722      1353s    1.4358      6.1875     76.61        2796  ▃
   723      1356s    1.4946      4.0000     76.61         701  ▃
   724      1357s    1.0698      5.9688     76.61        3381  ▂
   725      1359s    1.6907      6.4375     76.61         598  ▄
   726      1363s    1.2214     11.0000     76.61        3358  ▂
   727      1366s    1.4668     12.6250     76.61        4131  ▃
   728      1367s    1.0273      8.8125     76.61        2865  ▂
   729      1370s    0.8745     10.9375     76.61        2069  ▁
   730      1371s    0.8475      4.9062     76.61        2863  ▁
   731      1372s    0.8271      8.2500     76.61         411  ▁
   732      1375s    1.2298      4.6562     76.61       13270  ▂
   733      1376s    1.8792      7.8750     76.61        1168  ▄
   734      1377s    0.6140      4.1562     76.61        4658  ▁
   735      1381s    1.2811      6.1875     76.61         468  ▃
   736      1384s    1.4512      4.8438     76.61        1336  ▃
   737      1386s    1.3943      7.0000     76.61        1330  ▃
   738      1387s    1.3875     48.2500     76.61        2654  ▃
   739      1390s    0.9301      6.7188     76.61         102  ▂
   740      1392s    1.9067     48.0000     76.61        2984  ▄
   741      1393s    0.9795      8.5000     76.61         265  ▂
   742      1394s    2.3159      6.4062     76.61         752  ▆
   743      1397s    1.1957      4.8438     76.61       10135  ▂
   744      1399s    1.9006      9.0625     76.61         386  ▄
   745      1401s    1.3923     11.0000     76.61         578  ▃
   746      1403s    1.5624      5.3438     76.61         805  ▃
   747      1405s    0.9453      8.5625     76.61        1245  ▂
   748      1407s    0.5707      3.0469     76.61         768   
   749      1411s    1.0551      4.7812     76.61         369  ▂
   750      1412s    0.9082      6.7188     76.61        1118  ▁
   751      1414s    1.5305      5.6250     76.61        1148  ▃
   752      1415s    0.5902      3.4844     76.61         283   
   753      1416s    0.8929      9.5000     76.61        1847  ▁
   754      1419s    0.7285      5.2812     76.61         865  ▁
   755      1420s    1.8081      5.2188     76.61        1832  ▄
   756      1422s    1.0613      5.8750     76.61        7788  ▂
   757      1423s    0.8060     11.3125     76.61         332  ▁
   758      1424s    1.7905      5.9062     76.61        1918  ▄
   759      1426s    1.5616      4.3438     76.61         399  ▃
   760      1429s    0.4292      7.0625     76.61        2374   
   761      1430s    1.5460     22.5000     76.61         579  ▃
   762      1431s    0.9946      8.0625     76.61         204  ▂
   763      1434s    1.5108      3.3438     76.61        1915  ▃
   764      1435s    1.0449     69.5000     76.61         666  ▂
   765      1436s    0.7529     13.1875     76.61        1435  ▁
   766      1439s    1.1974     17.2500     76.61         575  ▂
   767      1441s    1.3632      3.9844     76.61         824  ▃
   768      1443s    1.6743      6.1250     76.61        4958  ▄
   769      1443s    1.0273     56.0000     76.61         788  ▂
   770      1444s    1.1510      9.6875     76.61        1900  ▂
   771      1448s    1.4133     44.2500     76.61        2077  ▃
   772      1449s    0.9014     26.0000     76.61         505  ▁
   773      1452s    1.2816      4.0625     76.61       13929  ▃
   774      1456s    1.3364      3.8750     76.61         319  ▃
   775      1459s    1.1191      7.2188     76.61        1566  ▂
   776      1461s    1.3335     21.1250     76.61        1246  ▃
   777      1464s    1.8735     38.2500     76.61        1143  ▄
   778      1466s    0.4792      4.0625     76.61        2040   
   779      1467s    0.6960      4.7500     76.61         652  ▁
   780      1469s    1.4934     10.2500     76.61        1216  ▃
   781      1473s    1.2095     24.3750     76.61        1726  ▂
   782      1474s    1.4850      5.1562     76.61         782  ▃
   783      1475s    0.5620      4.2812     76.61        2434   
   784      1478s    1.3576      5.6250     76.61       13553  ▃
   785      1479s    0.7026      7.9375     76.61        4438  ▁
   786      1483s    1.3306     19.2500     76.61        3570  ▃
   787      1484s    0.9292     22.1250     76.61        1652  ▂
   788      1486s    0.9502     13.5000     76.61         675  ▂
   789      1489s    0.8200     45.0000     76.61       13519  ▁
   790      1490s    0.6992     24.5000     76.61        1257  ▁
   791      1491s    1.4189      5.5625     76.61         885  ▃
   792      1493s    0.7993     40.5000     76.61         572  ▁
   793      1494s    1.1351     16.7500     76.61         377  ▂
   794      1495s    1.9424      7.4062     76.61        1215  ▅
   795      1497s    1.2373      6.1875     76.61        8564  ▂
   796      1498s    0.8311    382.0000     76.61        4036  ▁
   797      1499s    1.5001      5.7500     76.61         421  ▃
   798      1500s    0.7581      5.3125     76.61        2069  ▁
   799      1501s    0.8457      4.0000     76.61         377  ▁
   800      1505s    1.3151     19.8750     76.61         406  ▃
   801      1506s    0.7759    544.0000     76.61        4458  ▁
   802      1507s    1.2607     12.4375     76.61        2253  ▃
   803      1510s    1.1367      4.1562     76.61        9989  ▂
   804      1514s    1.8478      6.0938     76.61       10207  ▄
   805      1516s    1.9965      8.1875     76.61        1653  ▅
   806      1518s    1.5107      4.3125     76.61        9479  ▃
   807      1524s    1.1564     22.0000     76.61       13278  ▂
   808      1527s    1.5618      4.3438     76.61         532  ▃
   809      1528s    1.2456      7.8125     76.61        4215  ▂
   810      1529s    0.6622      4.8125     76.61         226  ▁
   811      1533s    0.9146     53.5000     76.61        9629  ▁
   812      1533s    1.2048      5.5000     76.61        1940  ▂
   813      1535s    1.0078      5.6562     76.61        1896  ▂
   814      1538s    1.3129      3.2500     76.61         433  ▃
   815      1540s    1.4219     33.2500     76.61        1918  ▃
   816      1541s    1.5435      5.3438     76.61        1744  ▃
   817      1542s    1.1201      9.2500     76.61        1869  ▂
   818      1543s    2.4584      6.5312     76.61         637  ▆
   819      1546s    1.1615      4.7500     76.61       13846  ▂
   820      1547s    0.8062      9.0625     76.61        4908  ▁
   821      1551s    0.8251      3.8906     76.61         746  ▁
   822      1552s    0.9800      5.0938     76.61        3039  ▂
   823      1555s    1.4626     13.1250     76.61        2086  ▃
   824      1556s    1.9526      5.4688     76.61         361  ▅
   825      1557s    0.7822     45.5000     76.61         972  ▁
   826      1558s    1.1318      7.5625     76.61        2069  ▂
   827      1561s    0.7469     17.0000     76.61        3353  ▁
   828      1562s    0.7617      8.9375     76.61         971  ▁
   829      1565s    1.2133      4.4062     76.61        1042  ▂
   830      1566s    1.8385      6.9375     76.61        1256  ▄
   831      1569s    1.3314      5.2500     76.61        3434  ▃
   832      1570s    0.5679      5.5000     76.61        1162   
   833      1573s    1.0386     16.2500     76.61        1046  ▂
   834      1576s    1.0066      6.4062     76.61        7580  ▂
   835      1578s    1.5293      5.2812     76.61        4235  ▃
   836      1580s    1.4509     11.0625     76.61        1253  ▃
   837      1583s    1.2623      3.3438     76.61        2404  ▃
   838      1589s    1.2686     13.7500     76.61         178  ▃
   839      1591s    1.8101      6.3438     76.61        1098  ▄
   840      1592s    0.8492      8.4375     76.61        2337  ▁
   841      1595s    1.2833      3.8125     76.61        1261  ▃
   842      1596s    0.9756      3.3594     76.61         472  ▂
   843      1598s    0.5288      3.7344     76.61         712   
   844      1599s    0.9849     10.5000     76.61        1518  ▂
   845      1601s    1.5906      5.5938     76.61          94  ▄
   846      1604s    0.9631      6.3125     76.61        1687  ▂
   847      1606s    1.0674      9.6250     76.61         103  ▂
   848      1607s    1.0786      7.9062     76.61         155  ▂
   849      1608s    0.9556      7.5000     76.61         368  ▂
   850      1609s    0.9370      6.3125     76.61        2462  ▂
   851      1612s    1.1647      6.0625     76.61       13436  ▂
   852      1613s    1.3928      5.3125     76.61         529  ▃
   853      1616s    1.2935      3.7188     76.61         320  ▃
   854      1617s    0.8457      4.9688     76.61         787  ▁
   855      1620s    0.9658      9.0625     76.61       12565  ▂
   856      1621s    1.6025      6.3750     76.61        1552  ▄
   857      1622s    0.9805     22.2500     76.61        2469  ▂
   858      1626s    1.2131     23.8750     76.61       13675  ▂
   859      1627s    0.9365     11.3125     76.61        2851  ▂
   860      1628s    0.8940     11.0000     76.61        1458  ▁
   861      1629s    0.7563      4.0000     76.61        1937  ▁
   862      1630s    0.7141      5.8438     76.61         581  ▁
   863      1632s    1.6091     91.5000     76.61        3013  ▄
   864      1635s    1.2523     12.3125     76.61         189  ▂
   865      1637s    0.7600      4.3438     76.61        1194  ▁
   866      1639s    1.0044      3.7656     76.61        2425  ▂
   867      1641s    1.4319      4.9375     76.61        5896  ▃
   868      1642s    0.6963      4.2812     76.61        1331  ▁
   869      1643s    1.6848     12.3750     76.61        3695  ▄
   870      1646s    1.9688      6.9688     76.61        1071  ▅
   871      1649s    1.4362      6.6875     76.61       13338  ▃
   872      1651s    1.4727     12.2500     76.61        2045  ▃
   873      1652s    1.3047      5.0625     76.61         777  ▃
   874      1654s    1.8268      7.5312     76.61        3299  ▄
   875      1658s    1.1440      4.5938     76.61        6891  ▂
   876      1659s    2.4304      6.8750     76.61         366  ▆
   877      1660s    1.0166      8.8125     76.61         423  ▂
   878      1661s    1.0701      8.1250     76.61         310  ▂
   879      1662s    0.8677      6.6250     76.61        4391  ▁
   880      1663s    1.6096      5.1875     76.61        5811  ▄
   881      1666s    0.8939     27.7500     76.61         276  ▁
   882      1669s    1.5130     50.7500     76.61          73  ▃
   883      1671s    1.7765      4.6250     76.61          88  ▄
   884      1672s    1.7781      7.5000     76.61        2105  ▄
   885      1674s    2.0472      6.3125     76.61         415  ▅
   886      1675s    0.8066      4.6562     76.61        1218  ▁
   887      1676s    0.9697      6.5000     76.61        1219  ▂
   888      1677s    1.2489      7.0312     76.61        2195  ▂
   889      1678s    1.7466      4.4688     76.61         851  ▄
   890      1682s    0.8982     17.5000     76.61        3799  ▁
   891      1683s    0.9636      6.2812     76.61        1038  ▂
   892      1684s    0.7229      5.0312     76.61         488  ▁
   893      1686s    1.0161      6.5625     76.61        2328  ▂
   894      1687s    0.8159      6.8125     76.61         306  ▁
   895      1688s    1.5933      8.5625     76.61        1101  ▄
   896      1689s    1.1994      5.1562     76.61         846  ▂
   897      1691s    0.9624     47.0000     76.61        1133  ▂
   898      1693s    1.0078      8.7500     76.61        2015  ▂
   899      1695s    1.7754   2592.0000     76.61        1235  ▄
   900      1698s    1.4670     33.5000     76.61        1237  ▃
   901      1699s    0.4290      4.0625     76.61        2901   
   902      1701s    1.0012      4.5000     76.61         821  ▂
   903      1703s    0.9199     17.8750     76.61        1548  ▁
   904      1707s    1.0029    153.0000     76.61        2028  ▂
   905      1708s    1.2119      5.3750     76.61         939  ▂
   906      1709s    0.8672     14.3125     76.61        1380  ▁
   907      1710s    0.6914      5.3438     76.61         393  ▁
   908      1713s    1.7314      8.2500     76.61        1980  ▄
   909      1715s    0.8574      4.5312     76.61        3134  ▁
   910      1716s    2.4233      9.0000     76.61        2802  ▆
   911      1717s    1.1465     26.3750     76.61        1919  ▂
   912      1719s    1.1578     70.0000     76.61        7615  ▂
   913      1720s    0.7957      7.0938     76.61         185  ▁
   914      1722s    1.4086      5.1250     76.61        1234  ▃
   915      1723s    1.1790      4.5000     76.61         304  ▂
   916      1725s    1.1205      6.8125     76.61        1553  ▂
   917      1726s    0.7666     61.7500     76.61        1186  ▁
   918      1729s    0.8296      3.8125     76.61         498  ▁
   919      1731s    0.7986      3.4531     76.61        2666  ▁
   920      1734s    1.3605      4.1250     76.61        3299  ▃
   921      1735s    1.7480      6.5938     76.61        1020  ▄
   922      1739s    1.3948      3.3750     76.61         828  ▃
   923      1742s    1.1989      6.2188     76.61       12266  ▂
   924      1743s    0.6807     21.0000     76.61         767  ▁
   925      1744s    1.2856      4.6875     76.61         342  ▃
   926      1747s    1.2189      4.8125     76.61       12554  ▂
   927      1749s    0.9893      7.5938     76.61         462  ▂
   928      1749s    0.9746      7.5938     76.61        2183  ▂
   929      1753s    0.6804      2.5000     76.61        3098  ▁
   930      1755s    0.8303      7.8438     76.61        1603  ▁
   931      1758s    1.1642      3.2031     76.61         815  ▂
   932      1759s    1.5261      8.0625     76.61        2795  ▃
   933      1763s    1.6265     12.5000     76.61         134  ▄
   934      1764s    0.8716      8.5625     76.61        5518  ▁
   935      1766s    1.7360      5.3125     76.61        7929  ▄
   936      1769s    1.1140     21.3750     76.61        1379  ▂
   937      1772s    0.9597      7.8125     76.61         666  ▂
   938      1774s    2.3586      6.1250     76.61        1110  ▆
   939      1775s    1.7168      6.0938     76.61        1634  ▄
   940      1776s    1.0369      6.4688     76.61        1011  ▂
   941      1779s    1.2280      5.1250     76.61       13734  ▂
   942      1781s    1.4512      5.4375     76.61        2020  ▃
   943      1783s    1.0117     46.5000     76.61        2083  ▂
   944      1784s    0.8765      4.9062     76.61         850  ▁
   945      1785s    2.4563      6.3750     76.61         742  ▆
   946      1788s    1.3403      3.8594     76.61        1448  ▃
   947      1790s    1.7118     21.6250     76.61        2817  ▄
   948      1791s    1.0453      7.1562     76.61         323  ▂
   949      1792s    0.5474      4.3750     76.61        1038   
   950      1793s    1.0840      8.8750     76.61        1764  ▂
   951      1795s    1.5353      4.7188     76.61        1806  ▃
   952      1796s    0.8479      6.0312     76.61        1715  ▁
   953      1798s    0.8157     45.7500     76.61          75  ▁
   954      1799s    1.3037     10.5000     76.61         992  ▃
   955      1800s    1.0139     17.0000     76.61        4236  ▂
   956      1801s    0.6768     14.2500     76.61        2391  ▁
   957      1802s    0.9128      6.3125     76.61         358  ▁
   958      1805s    1.2244      4.9375     76.61        2085  ▂
   959      1807s    0.8560     61.0000     76.61        4152  ▁
   960      1810s    0.9655      2.5312     76.61        9102  ▂
   961      1811s    1.4023      5.7188     76.61        2601  ▃
   962      1812s    0.4749      4.2812     76.61        1118   
   963      1815s    1.2704      5.7188     76.61       12899  ▃
   964      1817s    1.7948      6.2812     76.61        8630  ▄
   965      1818s    1.1494     17.2500     76.61        2557  ▂
   966      1819s    1.7231      6.5000     76.61        1272  ▄
   967      1820s    1.9668      4.7812     76.61         174  ▅
   968      1823s    1.0664      7.2188     76.61         243  ▂
   969      1825s    0.8750      4.9375     76.61        6094  ▁
   970      1826s    1.2144     15.3125     76.61        2984  ▂
   971      1828s    0.7544      8.6875     76.61          89  ▁
   972      1831s    1.2402      8.4375     76.61        1135  ▂
   973      1833s    0.6733      5.4688     76.61         808  ▁
   974      1834s    2.3413      8.8125     76.61         761  ▆
   975      1836s    1.2870      3.8438     76.61        6915  ▃
   976      1838s    1.0091     11.8125     76.61        9932  ▂
   977      1840s    1.6844      4.0625     76.61        3865  ▄
   978      1842s    0.7775      4.8125     76.61        6569  ▁
   979      1845s    1.1099      4.8125     76.61        4194  ▂
   980      1846s    1.7646      6.9375     76.61        3203  ▄
   981      1847s    1.1496      7.5312     76.61        1691  ▂
